Date,Region,Revenue,Cost,Budget,Actuals,Expense Category,Expense Amount,Cash Inflow,Cash Outflow,Forecasted Revenue,Forecasted Cost,Profit Margin,Cash Flow,Year,Month
2023-06-03,South Alvinmouth,19146.33,66194.69,137816.86,229777.12,Marketing,5779.61,75277.85,111682.77,360088.44,198106.24,-245.73043502331777,-36404.92,2023,6
2024-05-26,Port Amandamouth,82132.89,98543.09,371787.53,94226.58,Marketing,8144.37,151116.75,46263.23,361606.88,151406.41,-19.980059145611456,104853.51999999999,2024,5
2023-07-13,South Joseton,252391.99,189618.2,209457.01,101356.49,Marketing,9281.23,126631.75,121228.88,125127.96,226848.94,24.87154604232883,5402.869999999995,2023,7
2023-03-01,Lake Karenville,237180.17,59455.19,110659.29,435833.76,Utilities,5706.81,164147.53,64947.69,95903.37,40035.65,74.93247854574014,99199.84,2023,3
2022-07-05,New Michael,388996.48,174192.88,496495.72,447914.76,Salaries,6870.74,135846.33,116522.97,441166.17,282407.64,55.21993412382549,19323.359999999986,2022,7
2022-11-04,Rossmouth,15413.6,187975.47,294979.6,417129.69,Salaries,8830.53,127136.12,78528.51,169325.86,153202.98,-1119.5429361083718,48607.61,2022,11
2023-01-20,Lake Sherry,146440.22,238124.36,411686.06,60569.39,Sales,8794.64,125704.57,25244.84,387542.87,26248.05,-62.608578435623755,100459.73000000001,2023,1
2024-05-28,North Tina,144688.1,121599.71,458508.84,157120.9,Sales,7465.38,77668.91,146359.73,295315.8,217391.26,15.957352401476003,-68690.82,2024,5
2024-01-30,Port Richard,374918.53,177160.25,206582.15,342180.96,Marketing,1408.19,82991.3,14037.66,339727.46,14226.97,52.7470007950794,68953.64,2024,1
2023-12-27,Davenportchester,259019.3,253705.72,88705.99,55388.42,Maintenance,9757.6,119414.1,125817.93,88510.94,209210.99,2.0514224229622995,-6403.829999999987,2023,12
2023-05-17,New Angela,294966.47,258899.61,168917.67,87113.7,Miscellaneous,7338.99,177518.81,143705.15,29496.64,207591.81,12.22744402101025,33813.66,2023,5
2023-04-30,Mayshire,380663.99,186728.34,214184.75,469008.96,Sales,9538.43,137284.51,78575.13,21354.17,276970.96,50.946676096155045,58709.380000000005,2023,4
2022-07-28,Port Matthew,410611.92,273549.15,393853.33,58341.13,Sales,2180.55,94207.26,144969.99,257821.35,204594.51,33.38012447373666,-50762.729999999996,2022,7
2022-10-27,Theresamouth,94419.25,145137.06,286348.34,171613.41,Miscellaneous,4850.6,43676.14,49907.79,343100.58,144067.97,-53.71553999846429,-6231.6500000000015,2022,10
2024-01-05,Bentleyland,103953.66,81652.71,475332.05,81986.06,Rent,6191.14,64759.96,91320.13,90896.17,227173.35,21.45278001755782,-26560.170000000006,2024,1
2023-12-06,North Katie,25815.38,254489.91,139392.54,310584.38,Research and Development,5987.39,150664.34,76197.86,31331.67,176654.77,-885.8073365567348,74466.48,2023,12
